Project Code,Title,Commitment in U.A,Country,Starting Date,Status,Source of Financing,Sector,Sovereign
P-Z1-DB0-035,Multinational - Project for the Construction of the Dori-Téra Road and Transport Facilitation in the Ouadougou-Dori-Téra-Niamey Corridor,"27,490,453.71",Multinational,27 Oct 2006,Completion,,Transport,Sovereign
P-Z1-FAB-006,Multinational - Study on Power Transmission Lines Related to the Rusumo Falls Dam,"2,080,691.52",Multinational,27 Oct 2006,Completion,,Power,Sovereign
P-NG-AA0-027,"Nigeria - Support to the National Programme for Food Security in Ekiti, Ondo and Cross River States (NPFS)","12,996,864.40",Nigeria,18 Oct 2006,Completion,,Agriculture and Rural Development,Sovereign
P-EG-IE0-002,Egypt - Micro and Small Enterprise Support Project,"66,010,740.42",Egypt,11 Oct 2006,Completion,,Social,Sovereign
P-TZ-IB0-001,Tanzania - Support to Maternal Mortality Reduction Project,"39,176,902.90","Tanzania, United Republic of",11 Oct 2006,Completion,,Social,Sovereign
P-Z1-EAZ-002,Awf Support  to The Niger-Hycos Project,"936,770.43",Multinational,09 Oct 2006,Completion,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
P-CI-AAE-003,AIDE D'URGENCE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Côte d'Ivoire,06 Oct 2006,Cancelled,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-ML-AAE-003,AIDE D'URGENCE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Mali,06 Oct 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-NE-AAC-008,Niger - Water Development Project in the Dosso and Tillaberi Regions (PVDT),"13,000,000.00",Niger,05 Oct 2006,Completion,,Agriculture and Rural Development,Sovereign
P-ET-EAZ-002,Ethiopia - Development of Water Information and Knowledge Managment Systems,"440,164.09",Ethiopia,02 Oct 2006,Completion,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
,,,,,,,,
P-MA-IBD-004,Technical Assistance to the National Medical Insurance Agency (Agence Nationale de l’Assurance Maladie - ANAM),"600,000.00",Morocco,29 Sep 2006,Completion,,Social,Sovereign
P-ZM-BAA-001,Zambia - Lumwana Copper Mining Project,"27,511,603.05",Zambia,27 Sep 2006,Completion,African Development Bank,"Industry, Minning & Quarrying",Non Sovereign
P-Z1-DB0-037,Multinational - Kicukiro - Kirundo Road Project (Rwanda - Burundi),"30,200,000.00",Multinational,20 Sep 2006,Completion,,Transport,Sovereign
P-TZ-EA0-009,Tanzania - Rural Water Supply and Sanitation Program,"55,000,000.00","Tanzania, United Republic of",13 Sep 2006,Completion,,Water Supply & Sanitation,Sovereign
P-MZ-FA0-006,Mozambique - Electricity  IV Project,"24,510,347.35",Mozambique,07 Sep 2006,Completion,,Power,Sovereign
P-BI-EAZ-002,Burundi - Formulation of Integrated Water Resources Management Plan,"422,557.53",Burundi,01 Sep 2006,Completion,AfricaWater Facility Fund,Water Supply & Sanitation,Sovereign
P-MA-IBD-005,"Technical Assistance to the ""Caisse Nationale des Organismes de Prevoyance Sociale"" (CNOPS)","600,000.00",Morocco,31 Aug 2006,Completion,,Social,Sovereign
P-EG-HZ0-001,Egypt - Financial Sector Reform Programme (FRSP-1),"375,276,766.62",Egypt,26 Jul 2006,Completion,African Development Bank,Finance,Sovereign
P-GN-K00-005,APPUI AU RENFORCEMENT DES CAPACITES DE GESTION DE LA DETTE ET DES INVESTISSEMENTS PUBLICS (PADIPOC),"1,289,976.57",Guinea,26 Jul 2006,Completion,,Multi-Sector,Sovereign
P-KE-KF0-003,Institutional Support for Good Governance (Kisgg),"5,479,311.11",Kenya,26 Jul 2006,Completion,,Multi-Sector,Sovereign
P-MW-AAC-001,Malawi - Smallholder Crop Production and Marketing Project (SCPMP),"14,882,276.25",Malawi,26 Jul 2006,Completion,,Agriculture and Rural Development,Sovereign
P-BJ-KA0-013,Benin - Poverty Reduction Strategy Support Programme - Phase II,"14,874,042.97",Benin,24 Jul 2006,Completion,African Development Fund,Multi-Sector,Sovereign
P-MG-K00-001,Madagascar - First Poverty Reduction Budget Support Programme (PRBSP - I),"34,957,839.23",Madagascar,24 Jul 2006,Completion,African Development Fund,Multi-Sector,Sovereign
P-RW-A00-007,Rwanda - Bugesera Agricultural Development Support Project (PADAB),"10,000,000.00",Rwanda,24 Jul 2006,Completion,,Agriculture and Rural Development,Sovereign
P-TG-K00-006,Togo - Institutional Capacity Building Support Project (PARCI),"2,177,762.33",Togo,24 Jul 2006,Completion,,Multi-Sector,Sovereign
P-Z1-IAD-002,PROJET D'APPUI A L'ENSEIGNEMENT SUPERIEUR DANS LES PAYS DE L'UEMOA,"19,985,602.51",Multinational,24 Jul 2006,Completion,African Development Fund,Social,Sovereign
P-BF-AB0-012,Burkina Faso - Decentralised Rural Development Support Project in the Provinces of Gnagna and Kourittenga (PADER-GK),"11,541,859.85",Burkina Faso,21 Jul 2006,Completion,,Agriculture and Rural Development,Sovereign
P-CF-K00-003,PROJET D'APPUI A LA REHABILITATION DES CAPACITES DE PLANIFICATION ECONOMIQUE,"3,289,785.20",Central African Republic,21 Jul 2006,Completion,,Multi-Sector,Sovereign
P-MA-D00-001,Construction of the Marrakesh - Agadir Motorway Project,"77,314,641.79",Morocco,21 Jul 2006,Completion,African Development Bank,Transport,Sovereign
P-MA-E00-006,Ninth Drinking Water Supply and Sanitation Project ,"62,803,561.79",Morocco,21 Jul 2006,Completion,African Development Bank,Water Supply & Sanitation,Sovereign
,,,,,,,,
P-Z1-K00-014,Multinational - Comesa–Enhancing Procurement Reforms and Capacity Project,"5,530,436.25",Multinational,21 Jul 2006,Completion,African Development Fund,Multi-Sector,Sovereign
P-ZA-HAA-008,South Africa - Fourth Line of Credit to DBSA - Development Bank of Southern Africa,"73,700,114.24",South Africa,21 Jul 2006,Completion,African Development Bank,Finance,Non Sovereign
P-MU-K00-001,Mauritius - Grant in Support of Reforms Program,"183,714.30",Mauritius,18 Jul 2006,Completion,Middle Income Countries Fund,Multi-Sector,Sovereign
P-TD-EA0-001,Chad - Rural Drinking Water Supply and Sanitation Program (PNEAR),"13,000,000.00",Chad,12 Jul 2006,Completion,,Water Supply & Sanitation,Sovereign
P-Z1-AAE-007,Multinational - Strengthening Institutions for Risk Management of Transboundary Animal Diseases (TADs) in the SADC Region (SADC TADs Project),"13,710,000.00",Multinational,05 Jul 2006,Completion,,Agriculture and Rural Development,Sovereign
P-CD-AAF-003,"ETUDE DU SECTEUR AGRICOLE (PECHE, FORËT, ELEVAGE, PRODUCTION VEGETALE)","1,686,528.20","Congo, the Democratic Republic of the",28 Jun 2006,Completion,,Agriculture and Rural Development,Sovereign
P-MA-K00-004,Morocco - Public Administration Reform Support Programme - Phase II (PARSP II),"69,704,698.10",Morocco,28 Jun 2006,Completion,African Development Bank,Multi-Sector,Sovereign
P-TZ-K00-008,Tanzania – Poverty Reduction Support Loan II (PRSL II),"50,000,000.00","Tanzania, United Republic of",28 Jun 2006,Completion,African Development Fund,Multi-Sector,Sovereign
P-Z1-KB0-002,Multinational - Regional Franchising Program,"635,560.08",Multinational,22 Jun 2006,Completion,Fund for African Private Sector Assistance,Multi-Sector,Sovereign
P-RW-IAZ-002,Rwanda - Program In Support of the Education Sector Strategic Plan (ESSP) 2006 - 2010,"15,000,000.00",Rwanda,21 Jun 2006,Completion,,Social,Sovereign
P-SD-AAZ-004,Sudan - Emergency Relief Support to Combat Avian Influenza in 2006,"325,928.24",Sudan,16 Jun 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-ET-EA0-007,Emergency Humanitarian Assistance - 2006,"325,928.24",Ethiopia,09 Jun 2006,Completion,Special Relief Funds,Water Supply & Sanitation,Sovereign
P-MW-IAC-001,Support to Secondary Education (Education V) Project,"15,000,000.00",Malawi,07 Jun 2006,Completion,,Social,Sovereign
P-GH-AA0-015,Ghana - Afram Plains District Agricultural Development Project,"19,133,395.58",Ghana,31 May 2006,Completion,,Agriculture and Rural Development,Sovereign
P-KE-AAZ-001,Kenya - Kimira-Oluch Smallholder Irrigation Development Project,"24,132,324.00",Kenya,31 May 2006,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-ST-AAE-003,Sao Tome & Principe - Livestock Development Support Project - Phase II (LDSP II),"4,000,000.00",Sao Tome and Principe,31 May 2006,Completion,,Agriculture and Rural Development,Sovereign
P-Z1-IB0-007,"Multinational - Support to the control of communicable
diseases such as HIV/AIDS, Tuberculose, Malaria","20,000,000.00",Multinational,31 May 2006,Completion,African Development Fund,Social,Sovereign
P-TZ-AAZ-003,Tanzania - Humanitarian Emergency Assistance to the 2006 Drought-Affected Communities,"325,928.24","Tanzania, United Republic of",12 May 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-CM-FA0-002,Cameroun - AES SONEL Investment Program,"49,114,707.40",Cameroon,10 May 2006,Completion,African Development Bank,Power,Non Sovereign
P-GN-E00-004,ETUDE DU PROGRAMME AEPA-APPROVISIONNEMENT EN EAU POTABLE ET D'ASSAINISSEMENT EN MILIEU RURAL- 2015,"960,571.93",Guinea,10 May 2006,Completion,,Water Supply & Sanitation,Sovereign
,,,,,,,,
P-ML-IE0-002,PROJET D'APPUI AU DEVELOPPEMENT COMMUNAUTAIRE DANS LES REGIONS DE KAYES ET KOULIKORO (PADEC),"12,643,375.45",Mali,03 May 2006,Completion,,Social,Sovereign
P-GH-E00-004,Ghana - Accra Sewerage Improvement Project (ASIP),"44,716,749.57",Ghana,26 Apr 2006,Completion,,Water Supply & Sanitation,Sovereign
P-SZ-IB0-002,Health Sector Study,"281,348.88",Eswatini,10 Apr 2006,Completion,,Social,Sovereign
P-BF-AAE-004,AIDE D'URGENCE POUR LA LUTTE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Burkina Faso,05 Apr 2006,Cancelled,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-Z1-AAE-008,Multinational - Emergency Assistance for preparedness to combat Avian Influenza,"2,561,081.80",Multinational,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-BJ-AAE-005,Benin - Emergency aid for the fight against the spread of avian influenza,"325,928.24",Benin,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-CM-AAE-002,AIDE D'URGENCE POUR LA LUTTE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Cameroon,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-GH-AA0-032,Ghana - Avian Flu Emergency Assistance,"325,928.24",Ghana,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-NE-AAE-001,AIDE D'URGENCE POUR LA LUTTE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Niger,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-NG-AAE-002,Nigeria - Emergency Assistance to support Government Initiatives on Combating Avian Influanza in 2006,"325,928.24",Nigeria,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-TD-AAE-006,AIDE D'URGENCE POUR LA LUTTE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Chad,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-TG-AAE-001,AIDE D'URGENCE POUR LA LUTTE CONTRE LA PROPAGATION DE LA GRIPPE AVIAIRE,"325,928.24",Togo,05 Apr 2006,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-KE-IC0-002,Humanitarian Emergency Assistance to 2006 Drought Victims,"325,928.24",Kenya,29 Mar 2006,Completion,Special Relief Funds,Social,Sovereign
P-TN-AA0-007,Tunisia - Integrated Agricultural Development Project (IADP) for Kairouan,"13,494,064.40",Tunisia,29 Mar 2006,Completion,,Agriculture and Rural Development,Sovereign
P-SO-IC0-002,HUMANITARIAN EMERGENCY ASSISTANCE TO THE 2005 DROUGHT AFFECTED POPULATION,"365,868.83",Somalia,17 Mar 2006,Completion,Special Relief Funds,Social,Sovereign
P-CG-IE0-001,PROJET D'APPUI A LA REINSERTION SOCIO-ECONOMIQUE DES GROUPES DEFAVORISES,"14,800,000.00",Congo,15 Mar 2006,Completion,,Social,Sovereign
P-Z1-KB0-001,Multinational - Private Enterprise Partnership for Africa,"4,943,598.31",Multinational,15 Mar 2006,Completion,African Development Fund,Multi-Sector,Sovereign
P-SL-DB0-004,Sierra Leone - Matotoka to Sefadu Road Studies and Institutional Support to the Transport Sector,"1,538,123.87",Sierra Leone,09 Mar 2006,Completion,,Transport,Sovereign
P-MG-A00-002,FACILITE DE PREPARATION DU PROJET DE DEVELOPPEMENT RURAL INTEGRE DE MANOMBO,"203,453.65",Madagascar,02 Mar 2006,Cancelled,,Agriculture and Rural Development,Sovereign
P-BI-AA0-010,Burundi - The Watershed Management Project (PABV),"8,998,421.07",Burundi,01 Mar 2006,Completion,,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-GW-IBE-001,AIDE D'URGENCE CHOLERA-GUINEE-BISSAU,"325,928.24",Guinea-Bissau,30 Jan 2006,Completion,Special Relief Funds,Social,Sovereign
P-GW-AA0-008,PROJET DE REHABILITATION DU SECTEUR AGRICOLE,"5,800,000.00",Guinea-Bissau,25 Jan 2006,Completion,,Agriculture and Rural Development,Sovereign
P-MZ-AZ0-001,Women's Entrepreneurship and Skills Development for Food Security - Pilot Project,"2,510,000.00",Mozambique,25 Jan 2006,Completion,,Agriculture and Rural Development,Sovereign
P-Z1-AAE-004,Multinational - Sustainable Management of Endemic Ruminant Livestock in West Africa,"20,480,000.00",Multinational,25 Jan 2006,Completion,,Agriculture and Rural Development,Sovereign
P-Z1-AAE-009,PROJET DE GESTION DURABLE DU BETAIL RUMINANT ENDEMIQUE EN AFRIQUE DE L'OUEST MALI,"4,316,464.99",Multinational,25 Jan 2006,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-Z1-AAE-010,PROJET DE GESTION DURABLE DU BETAIL RUMINANT ENDEMIQUE EN AFRIQUE DE L'OUEST(SENEGAL),"3,908,593.59",Multinational,25 Jan 2006,Completion,African Development Fund,Agriculture and Rural Development,Sovereign
P-Z1-EA0-003,"Multinational - SADC Shared Watercourses Support Project for Ruvuma, Buzi and Save rivers basins","9,380,000.00",Multinational,25 Jan 2006,Completion,African Development Fund,Water Supply & Sanitation,Sovereign
P-ET-E00-006,Rural Water Supply & Sanitation Program,"43,610,000.00",Ethiopia,21 Dec 2005,Completion,,Water Supply & Sanitation,Sovereign
P-MG-E00-005,Madagascar - Rural Drinking Water Supply and Sanitation Programme (2006 – 2008),"32,048,113.22",Madagascar,21 Dec 2005,Completion,,Water Supply & Sanitation,Sovereign
P-CD-DB0-001,Democratic Republic of Congo (DRC) - Nsele - Lufi and Kwango - Kenge roads rehabilitation project,"44,718,188.90","Congo, the Democratic Republic of the",19 Dec 2005,Completion,,Transport,Sovereign
P-NE-DB0-008,PROJET D'AMÉNAGEMENT DES ROUTES TIBIRI-DAKORO ET MADAOUA-BOUZA-KEITA,"17,220,836.82",Niger,19 Dec 2005,Completion,,Transport,Sovereign
P-UG-E00-005,Uganda - Rural Water Supply and Sanitation Program,"40,000,000.00",Uganda,19 Dec 2005,Completion,,Water Supply & Sanitation,Sovereign
P-UG-IAZ-002,Support to Post Primary Education Project (Education III Project),"19,988,121.03",Uganda,19 Dec 2005,Completion,,Social,Sovereign
P-BF-K00-012,Burkina Faso - Third Poverty Strategy Support Loan (PRSSP III),"30,000,000.00",Burkina Faso,14 Dec 2005,Completion,African Development Fund,Multi-Sector,Sovereign
P-BI-EA0-004,Burundi - The Rural Water Infrastructure Rehabilitation and Extension Project,"12,000,000.00",Burundi,14 Dec 2005,Completion,,Water Supply & Sanitation,Sovereign
P-CM-EB0-003,PROJET D'ASSAINISSEMENT DE YAOUNDÉ (PADY),"25,600,000.00",Cameroon,14 Dec 2005,Completion,,Water Supply & Sanitation,Sovereign
P-CD-AB0-005,"Democratic Republic of Congo (DRC) - Agricultural and Rural Sector Rehabilitation Project in Katanga, Kasaï-Oriental and Kasaï-Occidental Provinces (PRESAR)","35,000,000.00","Congo, the Democratic Republic of the",12 Dec 2005,Completion,,Agriculture and Rural Development,Sovereign
P-ML-K00-014,Mali - Fourth Structural Adjustment Support Programme (SAP-IV),"34,921,675.69",Mali,12 Dec 2005,Completion,African Development Fund,Multi-Sector,Sovereign
P-NG-HAB-005,LOC to Guarantee Trust Bank,"26,074,259.49",Nigeria,12 Dec 2005,Completion,African Development Bank,Finance,Non Sovereign
P-MW-AZ0-002,Malawi - Humanitarian Emergency Assistance to the 2005 Drought Victims,"325,928.24",Malawi,08 Dec 2005,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
,,,,,,,,
P-MZ-AZ0-002,Humanitarian Emergency Assistance to The 2005 Drought Victims,"325,928.24",Mozambique,02 Dec 2005,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-SZ-AA0-006,Swaziland -Emergency food assistance to Populations Affected by the 2005 drought,"325,928.24",Eswatini,02 Dec 2005,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-ZM-AZ0-001,Zambia - Humanitarian Emergency Assistance to the 2005 Drought Victims,"325,928.24",Zambia,02 Dec 2005,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-ZW-AA0-011,Zimbabwe - Humanitarian Emergency Assistance to The 2005 Drought Victims,"325,928.24",Zimbabwe,02 Dec 2005,Completion,Special Relief Funds,Agriculture and Rural Development,Sovereign
P-ML-AAC-005,Mali - Baguinéda Irrigation Scheme Intensification Project,"14,920,000.00",Mali,30 Nov 2005,Completion,,Agriculture and Rural Development,Sovereign
P-AO-A00-001,Angola - Bom Jesus-Calenga Smallholder Agricultural Development Project (BJCSADP),"17,200,000.00",Angola,24 Nov 2005,Completion,,Agriculture and Rural Development,Sovereign
P-MW-IB0-005,Malawi - Support to The Health Sector Programme,"15,000,000.00",Malawi,24 Nov 2005,Completion,,Social,Sovereign
P-MG-AAF-001,Madagascar - Tuléar Fishing Communities Support Project (PACP),"5,677,336.47",Madagascar,16 Nov 2005,Completion,,Agriculture and Rural Development,Sovereign
P-TD-AAF-002,PROJET DE DEVELOPPEMENT DE LA PECHE (PRODEPECHE),"10,000,000.00",Chad,09 Nov 2005,Completion,,Agriculture and Rural Development,Sovereign
